"name","taxID","taxRank","taxLineage","Freq","cladeReads_mean","cladeReads_max","bracken_reads_mean","bracken_reads_max","RiskGroup","HOMD","HOMD.Category"
"Rothia aeria",172042,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia aeria",0,62.3333333333333,86,247,346,"NotAnnotated","Oral (Abundance: High) | Unassigned","Microbiome"
"Rothia dentocariosa",2047,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Micrococcales|f_Micrococcaceae|g_Rothia|s_Rothia dentocariosa",0,804,2148,2672.33333333333,6933,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Saccharopolyspora sp. SCSIO 74807",3118084,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Pseudonocardiales|f_Pseudonocardiaceae|g_Saccharopolyspora|s_Saccharopolyspora sp. SCSIO 74807",0,58,58,54.3333333333333,107,"NotAnnotated","NotAnnotated","NotAnnotated"
"Schaalia meyeri",52773,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Actinomycetales|f_Actinomycetaceae|g_Schaalia|s_Schaalia meyeri",0,2912.66666666667,6350,11090,24017,"RG2","Oral (Abundance: Low) | Unassigned","Microbiome"
"Schaalia odontolytica",1660,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Actinomycetales|f_Actinomycetaceae|g_Schaalia|s_Schaalia odontolytica",0,16456.6666666667,36762,35594,210306,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Schaalia sp. HMT-172",3059028,"S","r_root|k_Bacillati|p_Actinomycetota|c_Actinomycetes|o_Actinomycetales|f_Actinomycetaceae|g_Schaalia|s_Schaalia sp. HMT-172",0,7186.33333333333,14767,60969.3333333333,116359,"NotAnnotated","NotAnnotated","NotAnnotated"
"Scindoambidensovirus orthopteran1",3052744,"S","r_root|k_Shotokuvirae|p_Cossaviricota|c_Quintoviricetes|o_Piccovirales|f_Parvoviridae|g_Scindoambidensovirus|s_Scindoambidensovirus orthopteran1",0,191,191,191,191,"NotAnnotated","NotAnnotated","NotAnnotated"
"Segatella copri",165179,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Segatella|s_Segatella copri",0,48.5,65,859.25,2582,"NotAnnotated","NotAnnotated","NotAnnotated"
"Segatella oris",28135,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Prevotellaceae|g_Segatella|s_Segatella oris",0,1221.33333333333,1896,3664,7580,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Selenomonas dianae",135079,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas dianae",0,723.5,737,1036,1650,"RG2","Oral (Abundance: Low) | Unassigned","Microbiome"
"Selenomonas sp. oral taxon 126",712528,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas sp. oral taxon 126",0,916,1266,1629.66666666667,3171,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Selenomonas sp. oral taxon 136",713030,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas sp. oral taxon 136",0,23760.6666666667,54619,49033.5,147378,"NotAnnotated","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Selenomonas sp. oral taxon 478",712538,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas sp. oral taxon 478",0,29397.3333333333,69360,65303.75,203186,"NotAnnotated","NotAnnotated","NotAnnotated"
"Selenomonas sp. oral taxon 920",1884263,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas sp. oral taxon 920",0,2789,4142,4128.66666666667,8612,"NotAnnotated","Oral (Abundance: Low) | Unassigned","Microbiome"
"Selenomonas timonae",2754044,"S","r_root|k_Bacillati|p_Bacillota|c_Negativicutes|o_Selenomonadales|f_Selenomonadaceae|g_Selenomonas|s_Selenomonas timonae",0,1183,1642,3181.33333333333,6204,"NotAnnotated","NotAnnotated","NotAnnotated"
"Shinella sp. HZN7",879274,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Shinella|s_Shinella sp. HZN7",0,409,409,4108,4108,"NotAnnotated","NotAnnotated","NotAnnotated"
"Shinella zoogloeoides",352475,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Rhizobiaceae|g_Shinella|s_Shinella zoogloeoides",0,121,121,1000,1000,"RG1","NotAnnotated","NotAnnotated"
"Sneathia vaginalis",187101,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Sneathia|s_Sneathia vaginalis",0,181,181,193,269,"NotAnnotated","Vaginal (Abundance: Medium) | Unassigned","Microbiome"
"Sphingobium baderi",1332080,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium baderi",0,77,77,142,291,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium fuliginis",336203,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium fuliginis",0,43,43,572,572,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium naphthae",1886786,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium naphthae",0,41,41,41,65,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. AP49",1144307,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. AP49",0,328,328,429,429,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. AntQ-1",2930091,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. AntQ-1",0,128,128,173,173,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. CAP-1",2676077,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. CAP-1",0,32,32,62,62,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. Cam5-1",2789327,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. Cam5-1",0,55.5,67,55,111,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. LF-16",2185111,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. LF-16",0,362,362,14180,14180,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. PAMC28499",2565554,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. PAMC28499",0,2551,2551,6768.5,13438,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. RAC03",1843368,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. RAC03",0,55,55,66,66,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. SJ10-10",3114999,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. SJ10-10",0,167,167,398,2095,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. V4",3038927,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. V4",0,463,463,563,563,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. WTD-1",2979467,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. WTD-1",0,1915,1915,3564,6736,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingobium sp. YG1",2082188,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingobium|s_Sphingobium sp. YG1",0,253,253,211,404,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas aerolata",185951,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas aerolata",0,69,69,74.9,399,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas bisphenolicum",296544,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas bisphenolicum",0,89,89,100.666666666667,243,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas radiodurans",2890321,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas radiodurans",0,21,21,34.5,47,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sanguinis",33051,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sanguinis",0,72.5,186,51.5714285714286,203,"RG2","NotAnnotated","NotAnnotated"
"Sphingomonas sp. CL5.1",2653203,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. CL5.1",0,22.6666666666667,32,36,52,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sp. CV7422",3018036,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. CV7422",0,48,48,35.5,89,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sp. FARSPH",2219696,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. FARSPH",0,103,192,169.75,462,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sp. NBWT7",2596913,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. NBWT7",0,270,465,456.090909090909,2305,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sp. NIC1",1961362,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. NIC1",0,275.5,362,518.454545454545,2726,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sp. NY01",2968057,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. NY01",0,61,61,43.75,104,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingomonas sp. R1",399176,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingomonas|s_Sphingomonas sp. R1",0,55,55,48.2,107,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingopyxis sp. 113P3",292913,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_Sphingopyxis sp. 113P3",0,115.25,305,150.5,408,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingopyxis sp. FD7",1914525,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_Sphingopyxis sp. FD7",0,182,182,173.222222222222,556,"NotAnnotated","NotAnnotated","NotAnnotated"
"Sphingopyxis sp. MG",1866325,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Sphingomonadales|f_Sphingomonadaceae|g_Sphingopyxis|s_Sphingopyxis sp. MG",0,585,585,993,993,"NotAnnotated","NotAnnotated","NotAnnotated"
"Staphylococcus capitis",29388,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus capitis",0,45,49,333.8,1192,"RG2","Skin (Abundance: High) | Nasal (Abundance: Medium)","Microbiome"
"Staphylococcus lugdunensis",28035,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Bacillales|f_Staphylococcaceae|g_Staphylococcus|s_Staphylococcus lugdunensis",0,77,77,110,110,"RG2","Human-Associated, Primary Site Uncertain (Abundance: Scarce) | Unassigned","Microbiome"
"Stenotrophomonas pavanii",487698,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Stenotrophomonas|s_Stenotrophomonas pavanii",0,87,87,874,874,"NotAnnotated","NotAnnotated","NotAnnotated"
"Stenotrophomonas rhizophila",216778,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Stenotrophomonas|s_Stenotrophomonas rhizophila",0,106.5,118,222.5,248,"RG1","NotAnnotated","NotAnnotated"
"Stenotrophomonas sp. Y-13",3384161,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Gammaproteobacteria|o_Lysobacterales|f_Lysobacteraceae|g_Stenotrophomonas|s_Stenotrophomonas sp. Y-13",0,99,99,268,268,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptobacillus moniliformis",34105,"S","r_root|k_Fusobacteriati|p_Fusobacteriota|c_Fusobacteriia|o_Fusobacteriales|f_Leptotrichiaceae|g_Streptobacillus|s_Streptobacillus moniliformis",0,368,368,329.333333333333,478,"RG2","NotAnnotated","NotAnnotated"
"Streptococcus agalactiae",1311,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus agalactiae",0,399,399,6729,11710,"NotAnnotated","Human-Associated, Primary Site Uncertain (Abundance: Scarce) | Unassigned","Microbiome"
"Streptococcus anginosus",1328,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus anginosus",0,13491.5,23089,40536,80863,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Streptococcus australis",113107,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus australis",0,17246,43571,89258.5,267379,"NotAnnotated","Oral (Abundance: High) | Unassigned","Microbiome"
"Streptococcus constellatus",76860,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus constellatus",0,3700,5251,23624.3333333333,39319,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Streptococcus cristatus",45634,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus cristatus",0,1332.5,1842,1809.33333333333,2605,"RG1","Oral (Abundance: Low) | Unassigned","Microbiome"
"Streptococcus dentalis",3098075,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus dentalis",0,12740.5,15286,64279.6666666667,102285,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus equi",1336,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus equi",0,3703,3703,3693.5,6769,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus gordonii",1302,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus gordonii",0,8113.66666666667,13705,8566.2,27247,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Streptococcus gwangjuensis",1433513,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus gwangjuensis",0,1603,1727,5405,10953,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus ilei",1156431,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus ilei",0,11226.3333333333,30164,49412.3333333333,124193,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus intermedius",1338,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus intermedius",0,658.5,889,1344.66666666667,2113,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Streptococcus koreensis",2382163,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus koreensis",0,2335.5,3863,11368,18732,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus lactarius",684066,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus lactarius",0,4234,7438,4821.66666666667,10957,"NotAnnotated","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Streptococcus lingualis",3098076,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus lingualis",0,14882,24533,37725.6666666667,81892,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus parapneumoniae",2993430,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus parapneumoniae",0,876.5,1310,4896.5,5623,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus parasuis",1501662,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus parasuis",0,163,163,290,290,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus pneumoniae",1313,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus pneumoniae",0,5788,14338,22085.5,44663,"RG2","Oral (Abundance: Scarce) | Unassigned","Microbiome"
"Streptococcus porcinus",1340,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus porcinus",0,220,220,234.5,295,"RG2","NotAnnotated","NotAnnotated"
"Streptococcus pseudopneumoniae",257758,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus pseudopneumoniae",0,756,756,1878.66666666667,2985,"RG2","NotAnnotated","NotAnnotated"
"Streptococcus pyogenes",1314,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus pyogenes",0,653,929,1560,2439,"RG2","Pathogen (Abundance: Scarce) | Unassigned","Pathogen"
"Streptococcus rubneri",1234680,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus rubneri",0,2487.33333333333,5623,11621.3333333333,20052,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. 116-D4",2598453,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. 116-D4",0,5753,10914,8282.33333333333,21325,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. 1643",2576376,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. 1643",0,995,1755,3562,8523,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. A12",1759399,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. A12",0,6068.33333333333,11060,14740.6666666667,22139,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. CP1998",3238303,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. CP1998",0,13070,14409,75378.6666666667,155936,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. D7B5",3038077,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. D7B5",0,1009,1053,8517.33333333333,14388,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006",3077584,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. DTU_2020_1001019_1_SI_AUS_MUR_006",0,38879.25,145853,43456,311232,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. FSL K6-1323",2954513,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. FSL K6-1323",0,123178,123178,1333135.5,2662087,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. FSL W8-0197",2975349,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. FSL W8-0197",0,310,310,2288.66666666667,3900,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. HSISS2",1316411,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. HSISS2",0,2856,2856,6518,18179,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. K0074",3402868,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. K0074",0,2533.5,2558,7644.33333333333,13403,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. KHUD_011",3157334,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. KHUD_011",0,1122.5,1822,3047,6366,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. LPB0220",2610896,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. LPB0220",0,11932.3333333333,27377,31374.75,84353,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. NPS 308",1902136,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. NPS 308",0,826,973,1800.33333333333,2823,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. SN-1",3074854,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. SN-1",0,2376.5,2748,4577.25,9409,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus sp. oral taxon 064",712624,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus sp. oral taxon 064",0,391,391,2689.25,6040,"NotAnnotated","Oral (Abundance: Low) | Unassigned","Microbiome"
"Streptococcus suis",1307,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus suis",0,421,606,990.5,1189,"RG2","NotAnnotated","NotAnnotated"
"Streptococcus thermophilus",1308,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus thermophilus",0,1121,2841,1403.8,5041,"RG1","Human-Associated, Primary Site Uncertain (Abundance: Low) | Unassigned","Microbiome"
"Streptococcus toyakuensis",2819619,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus toyakuensis",0,622.5,835,2907,4396,"NotAnnotated","NotAnnotated","NotAnnotated"
"Streptococcus vestibularis",1343,"S","r_root|k_Bacillati|p_Bacillota|c_Bacilli|o_Lactobacillales|f_Streptococcaceae|g_Streptococcus|s_Streptococcus vestibularis",0,248,248,658.666666666667,1324,"RG2","Oral (Abundance: High) | Unassigned","Microbiome"
"Sulfuriferula plumbiphila",171865,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Betaproteobacteria|o_Nitrosomonadales|f_Sulfuricellaceae|g_Sulfuriferula|s_Sulfuriferula plumbiphila",0,36,36,151,151,"RG1","NotAnnotated","NotAnnotated"
"Svornostia abyssi",2898438,"S","r_root|k_Bacillati|p_Actinomycetota|c_Thermoleophilia|o_Solirubrobacterales|f_Baekduiaceae|g_Svornostia|s_Svornostia abyssi",0,31.25,46,300.75,513,"NotAnnotated","NotAnnotated","NotAnnotated"
"Tannerella forsythia",28112,"S","r_root|k_Pseudomonadati|p_Bacteroidota|c_Bacteroidia|o_Bacteroidales|f_Tannerellaceae|g_Tannerella|s_Tannerella forsythia",0,1443.33333333333,2436,2280.33333333333,3807,"RG2","Oral (Abundance: Medium) | Unassigned","Microbiome"
"Tardiphaga alba",340268,"S","r_root|k_Pseudomonadati|p_Pseudomonadota|c_Alphaproteobacteria|o_Hyphomicrobiales|f_Nitrobacteraceae|g_Tardiphaga|s_Tardiphaga alba",0,191,191,240,240,"NotAnnotated","NotAnnotated","NotAnnotated"
